"Trade_Code";"Trade_Cls";"TradeExternal_Cls";"Trade_Name";"Contact_Person";"Address1";"Address2";"City";"Postal_Code";"Telephone";"Fax";"Email";"Country_Cls";"Last_Update"
"301430";"000";"C";"SINAR SUKSES MAHKOTA~PT.";"";"Jl. Kedoya Raya Ruko No. 4";"Rt.008/007,Kedoya Utara Kebon";"Jeruk Jak-Bar DKI Jakarta Raya";"11520";"02158356800";"";"";"ID";"4/3/2021 10:56:00 AM"
"301440";"000";"C";"IBU ANNA";"";"Jl. Tanjung Duren Barat";"1/12 Jakarta Barat";"";"";"02192820637";"";"";"ID";"4/3/2021 10:56:00 AM"
"301450";"000";"C";"IBU LILI";"";"Jl. Flamboyan Blok Z No. 12";"Jakarta Utara";"";"";"02192820637";"";"";"ID";"4/3/2021 10:56:00 AM"
"301460";"000";"C";"BUMI BOGA INDAH~PT.";"";"Jl. Raya Suci No. 22";"Rt/Rw :002/04 Susukan Ciracas";"Jakarta Timur";"13750";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301470";"000";"C";"CITRADIMENSI ARTHALI~PT.";"";"Perum Prasarana Samudera Blok N No.11";"Penjaringan - Penjaringan Jakarta Utara";"DKI Jakarta";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301480";"000";"C";"YABETA~PT.";"";"Jl.Kemakmuran Raya Rt/Rw 03/01";"Mekarjaya - Sukmajaya";"Depok";"16411";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301490";"000";"C";"MR. DANUBE";"";"Jl. Daan Mogot Km. 14 No. 26";"Jakarta";"";"11730";"0215402009";"";"";"ID";"4/3/2021 10:56:00 AM"
"301500";"000";"C";"BAPAK ANTON / IBU MARYANTI";"";"Jl. Kedoya Raya  Ruko No. 4";"Rt. 007/008 Kedoya Utara,";"Kebon Jeruk, Jakarta Barat";"11520";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301510";"000";"C";"HARAPAN MAJU MAKMUR~PT.";"";"Gedung Raharjo Lt. V Suite 50";"Roa Malaka Utara/5-6 Roa";"Malaka Tamboran Jakarta Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301520";"000";"C";"BAPAK YOSUAH";"";"Jl. Pluit Sakti II/75";"Jakarta Utara";"";"";"02192820637";"";"";"ID";"4/3/2021 10:56:00 AM"
"301530";"000";"C";"BAPAK EFFENDI";"";"Teluk Gong Jl. E/167";"Jakarta Utara";"";"";"02192820637";"";"";"ID";"4/3/2021 10:56:00 AM"
"301540";"000";"C";"BAPAK HANDI";"";"Jelambar Baru II/38";"Jakarta Barat";"";"";"02192820637";"";"";"ID";"4/3/2021 10:56:00 AM"
"301550";"000";"C";"BAPAK ANUGRAH";"";"Vikamas I Blk. B 2/17";"Jakarta Utara";"";"";"02192820637";"";"";"ID";"4/3/2021 10:56:00 AM"
"301560";"000";"C";"INKENAS AGUNG~PT.";"";"Jl. Pulo Kambing II/20 KIP,";"Jatinegara, Cakung, Jakarta";"Timur, DKI Jakarta Raya";"13930";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301570";"000";"C";"MARBUKA NIAGA KAPISAN~PT.";"";"Pesanggrahan Raya 2.C,";"Meruya Utara, Kembangan,";"Jakarta Barat,DKI Jakarta Raya";"11620";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301580";"000";"C";"KEMANG FOOD INDUSTRIES~PT.";"";"Jl. Pulo Kambing 11 KIP,";"Jatinegara Cakung";"Jakarta Timur DKI Jakarta Raya";"13930";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301590";"000";"C";"WIDICO STANTINA BISCUIT~PT.";"";"Jl. Pangeran Tubagus Angke";"No. 14-H";"Jakarta Barat";"";"02156980113";"";"";"ID";"4/3/2021 10:56:00 AM"
"301600";"000";"C";"ALAM~MR.";"";"Jalam Kamboja 47";"Tanjung Karang Pusat";"Bandar Lampung";"";"0721252187";"";"";"ID";"4/3/2021 10:56:00 AM"
"304851";"001";"C";"PRIMA MEDIKA LABORATORIES~PT.";"";"Jl. Raya Serang Ds. Kadu Rt. 17/04";"Kadu - Curug";"Kabupaten Tangerang";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304861";"001";"C";"GLORIAJANE INDONESIA~PT.";"";"Jl. Matraman Raya No 12 RT 002 RW 001";"Matraman Jakarta Timur";"DKI Jakarta Raya";"13150";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304871";"001";"C";"PANCA INTI ABADI~PT.";"";"Pusat Niaga Terpadu";"Jl. Daan Mogot Raya KM. 19,6 Blok FF 8 O Poris Jaya Batu";"Ceper, Kota Tangerang Banten";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304881";"001";"C";"FRESH FOOD INDONESIA~PT.";"";"Jl. Raya Bekasi KM. 25 RT. 001 RW. 001";"Cakung Timur Cakung Jakarta Timur";"DKI Jakarta Raya";"13910";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304891";"001";"C";"FALMACO NONWOVEN INDONESIA~PT.";"";"Jl. Raya Padalarang No. 289,";"Padalarang Padalarang Kab. Bandung Barat,";"Jawa Barat";"40553";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304901";"001";"C";"GLICO WINGS~PT.";"";"GD. Graha Gawi";"Jl. Setiabudi Selatan Kav. 10 Karet, Setiabudi";"Jakarta Selatan, DKI Jakarta";"12920";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304911";"001";"C";"MOB ANGGUN KOSMETIKA~PT.";"";"Jl. DR Saharjo No 123 D Lantai 2 RT.001 RW. 007";"Manggarai Selatan Tebet";"Jakarta Selatan DKI Jakarta";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304921";"001";"C";"IKEZAKI TEKINDO TAMA~PT.";"";"Jl. Raya Serang KM 28 Komp. Surya Balaraja";"Blok K.5 RT. 010 RW. 004, Balaraja";"Kab. Tangerang, Banten";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304931";"001";"C";"SINGA MAS INDONESIA~PT.";"";"Ancol Barat VIII No. 1 RT. RW.";"Kel. Ancol Kec. Pademangan";"Jakarta Utara, DKI Jakarta";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304941";"001";"C";"POKKA DIMA INTERNATIONAL~PT.";"";"Kp. Jabong I RT. 041 RW. 006";"Curugrendeng - Jalancagak";"Subang - Jawa barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304951";"001";"C";"INDOMAKMUR JAYARAYA~CV.";"";"Jl. Dr. Setiabudi RT. 002 RW. 016";"Pamulang Timur";"Pamulang, Tangerang";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304961";"001";"C";"TIRTA CAHAYA GEMILANG~PT.";"";"Jl. Pangkalan Asem No. 34 RT 004  RW 002";"Bantargebang, Bantar Gebang";"Kota Bekasi Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304971";"001";"C";"NIPPON INDOSARI CORPINDO Tbk~PT.";"";"Jl. Selayar Blok A9 Kawasan Industri MM2100";"Desa Mekarwangi Cikarang Barat";"Bekasi Jawa Barat";"17520";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304981";"001";"C";"JAVABICA ANEKA RESOURCES~PT.";"";"Rukan Permata Senayan Blok D. 25-26";"Patal Senayan RT. 001/007, Grogol Utara";"Kebayoran Lama Jakarta Selatan";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"304991";"001";"C";"SKIN SOLUTION BEAUTY CARE INDONESIA~CV.";"";"Waruga Jaya No. 47 RT 005 RW 006";"Ciwaruga - Parongpong";"Bandung Barat - Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"802601";"001";"V";"MIYASAKA INDONESIA~PT.";"Mr. Ariel Kester";"Jl. Cempaka Jatimulya Tambun Selatan";"";"Bekasi";"17510";"02188344125";"";"ariel_kester@cbn.net.id";"ID";"4/3/2021 10:56:00 AM"
"802611";"001";"V";"BLESSINDO MULIA ABADI~PT.";"Ms. Desylia HIdayat";"Jl. Muara I no 28";"Bandung";"";"40235";"0225208774";"0225208774";"desylia@blessindo.co.id";"ID";"4/3/2021 10:56:00 AM"
"802621";"001";"V";"PT. SUMBER PANGAN SEJAHTERA";"Ms. Fara Nita";"Jl. Peta Utara No. 189 RT 002 RW 006";"";"Jakarta";"";"02129028989";"";"fara.nita@ptsps.com";"ID";"4/3/2021 10:56:00 AM"
"802631";"001";"V";"PT. PILAR BERSAMA MAJU";"Mr. Charles Kusuma";"Komp. Green Garden";"Blok i 9 No.9";"Jakarta";"11520";"021581157173";"021581992830";"charles@pilarbm.co.id";"ID";"4/3/2021 10:56:00 AM"
"802641";"001";"V";"PT. SARI MAKMUR TUNGGAL MANDIRI";"Mrs Maria Gorethy";"Jalan Kompos No 110 A";"Sunggal";"Deli Serdang";"20351";"62628454291";"62618454294";"corporate@sarimakmur.com";"ID";"4/3/2021 10:56:00 AM"
"802651";"001";"V";"HATINDO BERKAH AROMA~PT.";"Mr Hady";"Jl Pangkalan Asem No 34, RT 004, RW 002";"Bantar Gebang";"Bekasi";"17151";"02182608711";"02182608712";"muhadymad@gmail.com";"ID";"4/3/2021 10:56:00 AM"
"802661";"001";"V";"PT. STARIS CHEMICALS";"Ms. Tune Kartika";"BSD City, Kompleks Ruko Bidex Blok G No.21";"Jl. Raya Pahlawan Seribu";"Serpong";"1531";"02129513606";"02153164431";"tune@starischemicals.com";"ID";"4/3/2021 10:56:00 AM"
"802671";"001";"V";"DJAVA VANILLA INDONESIA~PT.";"Mr Susilo Siswoutomo";"Jl. Parkit X No 52";"Kelurahan Larangan, Kecamatan Harjumukti";"Cirebon";"45143";"622129951000";"622129951001";"susilo4950@gmail.com";"ID";"4/3/2021 10:56:00 AM"
"802681";"001";"V";"GUNUNG SLAMAT~PT.";"Mr Gatot Budialam";"Jl Tuparev No 366";"Cinangoh Barat 1";"Karawang";"";"0267403706";"";"gatot.budialam@gunungslamat.com";"ID";"4/3/2021 10:56:00 AM"
"802691";"001";"V";"SHIMA TRADING INDONESIA~PT.";"Mr Yusfik Helmi";"Alamanda Tower Level 20 Unit A";"Jl TB. Simatupan Kav. 23-24";"Cilandak Barat";"12430";"622129660321";"622129661811";"yusfik@shima.co.id";"ID";"4/3/2021 10:56:00 AM"
"802701";"001";"V";"MITSUI INDONESIA~PT.";"Ms. Angela Ajeng; Ms. Dini Apr";"Menara BCA 52th Floor, Grand Indonesia";"Jalan MH. Thamrin No.1, Menteng";"Jakarta Pusat";"10310";"02129856188";"";"A.Angela@mitsui.com; A.Dini@mitsui.com";"ID";"4/3/2021 10:56:00 AM"
"802711";"000";"V";"PETRAKEMINDO PRATAMA MANDIRI (SO)~[DONT USE] PT.";"Mr Erel Paulus Rustan";"Jl. Hartono Raya Kav. G2 No 55";"Kota Modern, Cikokol";"Tangerang";"15117";"62215528628";"66215529618";"erelpaulus.rustan@petrakemindo.co.id";"ID";"4/3/2021 10:56:00 AM"
"802721";"001";"V";"MARGA DWI KENCANA~PT.";"Mr. Lim Erwin";"Ruko Daan Mogot Arcadia Blok H7 No. 8-10";"Jl. Daan Mogot Raya KM 22, Bat";"Tangerang";"15122";"62215517456";"62215517444";"smfood@mdkencana.com";"ID";"4/3/2021 10:56:00 AM"
"802731";"001";"V";"DWI TUNGGAL MULIA KIMIA~PT.";"Mrs Iva";"Pergudangan Pantai Indah Dadap Blok CF No 3";"Desa Kosambi Timur";"Kosambi, Tangerang";"15211";"0315015191";"0315046994";"iva@dtmkasia.com";"ID";"4/3/2021 10:56:00 AM"
"802741";"001";"V";"BRATACO~PT.";"Mr Tengku Fitriansyah";"Jl BOulevard Raya Blok TB 2 No 5";"Kelapa Gading";"Jakarta Utara";"14250";"02145846692";"0214632615";"sales-ffod.jabodetabek2@bratachem.com";"ID";"4/3/2021 10:56:00 AM"
"802751";"001";"V";"PT. OPAL COFFEE";"Mr. Dianto";"Jl. T. Amir Hamzah No.56 C";"Helvetia Tim., Medan Helvetia";"Medan";"20124";"061847911";"";"diantogho@opalcoffee.com";"ID";"4/3/2021 10:56:00 AM"
"802761";"001";"V";"PT. PANGAN LESTARI";"Mr. Julius Ongkowidjaja";"Jl. Jati Raya Blok J.1 No.10 Newton";"Techno Park Lippo Cikarang";"Bekasi";"";"0218996002";"0218906618";"julius.ongkowidjaja@sekar.co.id";"ID";"4/3/2021 10:56:00 AM"
"802771";"001";"V";"PETRAKEMINDO PRATAMA MANDIRI~PT.";"Mr. Erel Paulus Rustan";"Jl. Hartono Raya Kav. G2 No 55";"Kota Modern, Cikokol";"Tangerang";"15117";"0215528628";"0215529618";"erelpaulus.rustan@petrakemindo.co.id";"ID";"4/3/2021 10:56:00 AM"
"802781";"001";"V";"UD. HASIL TANI";"SUMANTRI ARI WIBOWO";"DSN KRAJAN RT 04 RW 03";"JAMBON, GEMAWANG";"TEMANGGUNG";"56283";"08122557760";"";"";"ID";"4/3/2021 10:56:00 AM"
"802791";"001";"V";"FOODEX INTI INGREDIENTS~PT.";"Ms. Farah Sitaresmi";"Jl. SOKA BLOK F18 NO. 11-12";"DELTA SILICON 3, LIPPO CIKARANG";"BEKASI";"17550";"622129288650";"622129288649";"farah.sitaresmi@foodexingredients.com";"ID";"4/3/2021 10:56:00 AM"
"802801";"001";"V";"PT. STAINLESS STEEL PRIMAVALVE MAJUBERSAMA";"Resha Velisya";"Kawasan Industri & Pegudangan Cikupa";"Jl. Mitra Mas No 2, Desa Telaga Sari RT 011/RW 04, Cikupa";"Tangerang";"15710";"02159406270";"02159406275";"marketing215@spvmb.com";"ID";"4/3/2021 10:56:00 AM"
"802811";"001";"V";"PT. UNIJAYA PRATAMA";"Mr. Yohanes Sie";"Jl. Pulo Kambing II Kav i-22";"Kawasan Industri Pulo Gadung";"";"13930";"62214608788";"62214605734";"yohanes@unijaya.co.id";"ID";"4/3/2021 10:56:00 AM"
"802821";"001";"V";"PT. INDOCHEMICAL CITRA KIMIA";"Mr. Reynold Andika";"Graha Indochem LT 3";"JL. PANTAI INDAH, KAPUK BOULEVARD, KAV. SSB/E RT 04, RW. 003";"PENJARINGAN, JAKARTA UTARA";"14470";"0215694000";"021569487013";"marketing@indochem.co.id";"ID";"4/3/2021 10:56:00 AM"
"802831";"001";"V";"PT. PANTAI MAS";"Mr. Rifa";"Ruko Harapan Indah Blok FB No 21 Harapan Indah";"";"Bekasi";"17131";"0218871069";"0218871925";"pt.pantaimas@yahoo.co.id";"ID";"4/3/2021 10:56:00 AM"
"802841";"001";"V";"PT. PERMATA ABADI SINERGI";"Mr. Aris";"Jl. Seroja No. 31 RT. 005/001";"Kel. Sukasari";"Tangerang";"15118";"0215562197";"";"";"ID";"4/3/2021 10:56:00 AM"
"802851";"001";"V";"PT. GALIC BINA MADA";"DEWI ANGGRAENI";"JL. INSPEKSI KALIMALANG RT.002/001";"CIKEDOKAN, CIKARANG BARAT";"BEKASI";"17520";"0218900850";"0218900849";"dewi.anggraeni@galicbinamada.com";"ID";"4/3/2021 10:56:00 AM"
"802861";"001";"V";"PT. SCHUTZ CONTAINER SYSTEM INDONESIA";"Mr. David Andrianto";"JL. INDUSTRI RAYA Lot10 11-12";"KAWASAN INDUSTRI KARAWANG INTERNATIONAL CITY";"MARGAMULYA TELUKJAMBE";"41636";"622129618080";"622129618081";"David.Andrianto@schuetz.net";"ID";"4/3/2021 10:56:00 AM"
"802871";"001";"V";"PT. SUMBER PRALINE UTAMA";"Mrs Veronica";"Villa Melati Mas Blok D1/9B, Jelupang";"Serong Utara";"Tangerang";"";"0215375458";"0215375481";"veronica@pralineutama.com";"ID";"4/3/2021 10:56:00 AM"
"802881";"001";"V";"PT. RAHADICIPTA PRIMASATYA";"Mr. Ryan Apriadipta";"Jl. Gajah Tunggal";"Kel. Pasar Jaya Kec, Jatiuwung";"Tangerang";"";"0215903215";"0215903235";"internal_sales1@rahadiptacipta.com";"ID";"4/3/2021 10:56:00 AM"
"802891";"001";"V";"CV. WAHANA PERSADA NUSANTARA";"Mr. Agusman";"Gading Kirana Utara G-10 Kav No. 52";"Kelapa Gading Barat, KElapa Gading";"Jakarta Utara";"14250";"02129969287";"";"agusman@wahanapersadagroup.co.id";"ID";"4/3/2021 10:56:00 AM"
"301760";"000";"C";"BANYAN BHAVANA INDONESIA~PT.";"";"Jl. Cideng Barat No. 72 Rt.004";"Rw.001 Cideng - Gambir";"Jakarta Pusat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"301770";"000";"C";"MENACOCO SARI~PT.";"";"Jl. H. Kamad No. 54";"Pondok Bambu Jatinegara";"Jakarta Timur";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"301780";"000";"C";"SERENA INDOPANGAN INDUSTR~PT.";"";"Desa Cibinong No. 35,";"Ciri Mekar - Cibinong";"Bogor - Jawa Barat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"301790";"000";"C";"MR. HENDRI";"";"";"";"Bandung";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"301800";"000";"C";"MR. ALI LO";"";"Jakarta";"";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"301810";"000";"C";"DUA KELINCI~PT.";"";"Jl. Pati - Kudus Km. 6.3,";"Bumirejo, Margorejo";"Pati, Jawa Tengah";"00000";"";"";"";"";"4/3/2021 10:56:00 AM"
"301820";"000";"C";"LAUTAN MAS PERKASA~PT.";"";"Jl. Cabe I No:99 Pondok Cabe";"";"Tangerang Banten";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"301830";"000";"C";"ETERCON PHARMA~PT.";"";"Jl. Pos Pengumben Raya No. 8,";"Kebon Jeruk, Jakarta Barat";"DKI Jakarta Raya";"11560";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301840";"000";"C";"HARAPAN SURYA LESTARI (P)~PT.";"";"KP. Parung Tanjung RT/RW:003/0";"Cicadas - Gunung putri";"Bogor";"16964";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301850";"000";"C";"AROMA CREATION SPECIALIST~PT.";"";"Wisma Bumiputera Lt.8";"Jl. Jend Sudirman Kav.75";"Setiabudi,Jakarta Selatan";"12910";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301860";"000";"C";"IMMUNOTEC PROFARMASIA~PT.";"";"Jl. Biak No. 24A";"Cideng - Gambir";"Jakarta Pusat";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"301870";"000";"C";"KIANTAKA RASA~PT.";"";"Kp. Kadu Rt. 006/001";"Bunder - Cikupa";"Tangerang";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301880";"000";"C";"MR. SUKANDI";"";"Bandung";"";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"301890";"000";"C";"HARAPAN SURYA LESTARI (L)~PT.";"";"DS. Leuwinutug RT/RW:01/02";"Citeureup - Citeureup";"Bogor";"16810";"";"";"liquid";"ID";"4/3/2021 10:56:00 AM"
"301901";"001";"C";"MENACOCO SARI~PT.";"";"Jl. H. Kamad No. 54";"Pondok Bambu";"Jatinegara - Jakarta Timur";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"803051";"001";"V";"PT. BUMI TIRTA PANGAN KENCANA";"Ms. Yuliana";"GD. SUDIRMAN PLAZA - INDOFOOD TOWER LT. 15 SUITE F";"JL. JEND. SUDIRMAN KAV. 76-78, KEL. SETIA BUDI, KEC. SETIA B";"JAKARTA SELATAN";"12910";"622157939877";"";"yuliana@tirtapangan.com";"ID";"4/4/2021 9:33:00 AM"
"900001";"411";"V";"KAS NEGARA RI";"";"";"";"";"";"";"";"";"";"4/3/2021 10:56:00 AM"
"900010";"400";"V";"PT. ASURANSI MSIG INDONESIA";"Mr. Nico";"SUMMITMAS 2 BLDG 15TH FL,";"JL. JEND. SUDIRMAN KAV. 61-62, JAKARTA 12190";"JAKARTA";"";"0212523110";"";"Nico_Rowandi@id.msig-asia.com";"ID";"4/3/2021 10:56:00 AM"
"900021";"401";"V";"PT. GATEWAY CONTAINER LINE";"MR. AGUS SAMIDIANTO";"GCL BUILDING JL. OTISTA III NO. 118";"JAKARTA TIMUR 13340 INDONESIA";"";"13340";"02185918669";"";"import4@gateway-id.com";"ID";"4/3/2021 10:56:00 AM"
"900031";"401";"V";"PT. NNR RPX GLOBAL LOGISTICS INDONESIA";"MR. CHUSRISAL";"MUTIARA BUILDING 3RD FLOOR";"JL. MAMPANG PRAPATAN RAYA NO. 10 JAKARTA";"JAKARTA";"12790";"0217988822";"";"chusrisal@nnr.co.id";"AD";"4/3/2021 10:56:00 AM"
"900041";"401";"V";"PT. SWADAYA TOTAL PRIMA";"MS. LIANA MARIYANTI";"JL. CITRA 6 BLOK I1/C NO.25 RT.003/015";"KEL. TEAL ALUR, KEC. KALIDERES, JAKARTA-BARAT";"JAKARTA";"11830";"02129030013";"";"liana.mariyanti@swadaya.co.id";"ID";"4/3/2021 10:56:00 AM"
"900051";"401";"V";"PT. FM GLOBAL LOGISTICS";"MR. HERMAN HWANG";"RUKO CBD JABABEKA BLOK E NO 2";"JL. NIAGA RAYA KV. AA3, CIKARANG BARU  BEKASI";"BEKASI";"17550";"0218934869";"";"herman@fmgloballogistics.com";"ID";"4/3/2021 10:56:00 AM"
"900061";"401";"V";"PT. DHL EXPRESS INDONESIA";"MS. VIDYANNE RAMADHIANTI";"CARGO AREA BUILDING 510, SOEKARNO-HATTA INTL AIRPORT";"CENGKARENG JAKARTA 19120";"JAKARTA";"19120";"02179173333";"";"vidyanne.ramadhianti@dhl.com";"ID";"4/3/2021 10:56:00 AM"
"900071";"401";"V";"PT. FEDEX IMPORT SOLUTION";"MR. KRESNO ADI KUSUMO";"REPEX CARGO BUILDING 1, WAREHOUSE 510 CARGO TERMINA";"SOEKARNO HATTA INTERNATIONAL AIRPORT";"JAKARTA";"";"02175999131";"";"kkusumo@rpxholding.com";"ID";"4/3/2021 10:56:00 AM"
"900081";"401";"V";"KSO SUCOFINDO";"Mr. Adityawarman";"LAVANUE OFFICE TOWER LT. 8";"Jl. Raya Pasar Minggu Kav. 16, Pancoran";"Jakarta Selatan";"12780";"02180667111";"";"adityawarman@scisi.com";"ID";"4/3/2021 10:56:00 AM"
"900091";"401";"V";"PT. UPS CARDIG INTERNATIONAL";"Ms. Pipit Preti P";"Menara Building - Ground Floor";"Jl. Raya Protokol Halim Perdana Kusuma";"";"";"02127534884";"";"ppipit@ups.com";"ID";"4/3/2021 10:56:00 AM"
"100000";"200";"C";"OGAWA & CO., LTD.";"Ms. W. CHIBA";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"81332706587";"81332461697";"";"JP";"4/3/2021 10:56:00 AM"
"100010";"200";"C";"OGAWA & CO., LTD./Airwon Chemi";"Mr. BERNARD CHONG";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"036292336";"036291869";"";"JP";"4/3/2021 10:56:00 AM"
"100020";"200";"C";"OGAWA & CO., LTD./BONANZA CHEM";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"0362771533";"0362778508";"";"JP";"4/3/2021 10:56:00 AM"
"100030";"200";"C";"OGAWA & CO., LTD./Deuxell Inte";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"85225503299";"85225501716";"";"JP";"4/3/2021 10:56:00 AM"
"100040";"200";"C";"PT. DJOJONEGORO C-1000";"";"Jl. Gatot Subroto Kav 99";"Mampang Prapatan";"Jakarta Selatan";"12790";"";"";"";"JP";"4/3/2021 10:56:00 AM"
"100050";"200";"C";"OGAWA & CO., LTD./Fourzone Ind";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"6568412622";"6567432622";"";"JP";"4/3/2021 10:56:00 AM"
"100060";"200";"C";"OGAWA & CO., LTD./JJ DRINKS MA";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"065686337993";"0658633142";"";"JP";"4/3/2021 10:56:00 AM"
"100070";"200";"C";"OGAWA & CO., LTD./MALAYSIA DAI";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"81332701548";"81332416514";"";"JP";"4/3/2021 10:56:00 AM"
"100080";"200";"C";"OGAWA & CO., LTD./MALAYSIA MIL";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"60379554389";"";"";"JP";"4/3/2021 10:56:00 AM"
"100090";"200";"C";"OGAWA & CO., LTD./NESTLE ASEAN";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"";"";"";"JP";"4/3/2021 10:56:00 AM"
"100100";"200";"C";"OGAWA & CO., LTD./Pacific Fish";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"0743232079";"074323210";"";"JP";"4/3/2021 10:56:00 AM"
"100110";"200";"C";"OGAWA & CO., LTD./RELIABLE SUP";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"0387399000";"0387336117";"";"JP";"4/3/2021 10:56:00 AM"
"100120";"200";"C";"OGAWA & CO., LTD./Sanaroma Corporation ltd.";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"85225211355";"85228459085";"";"JP";"4/3/2021 10:56:00 AM"
"100130";"200";"C";"OGAWA & CO., LTD./Serene Corne";"Ms. SUPATRA B";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"";"";"";"JP";"4/3/2021 10:56:00 AM"
"100140";"200";"C";"OGAWA & CO., LTD./SEAPACK FOOD";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"";"";"";"JP";"4/3/2021 10:56:00 AM"
"100150";"200";"C";"OGAWA & CO., LTD./TAISHO PHARM";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"";"";"";"JP";"4/3/2021 10:56:00 AM"
"100160";"200";"C";"OGAWA & CO., LTD./TAISHO VIETN";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"";"";"";"JP";"4/3/2021 10:56:00 AM"
"100170";"200";"C";"OGAWA & CO., LTD./Thai Lotte C";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"";"";"";"JP";"4/3/2021 10:56:00 AM"
"100180";"200";"C";"OGAWA & CO., LTD./THAVEVONG";"";"4-1-11 Nihonbashi Honcho";"Chuo-Ku,";"Tokyo, Japan";"103-0023";"";"";"";"JP";"4/3/2021 10:56:00 AM"
"301910";"000";"C";"TRISUMBER MAKMUR INDAH~PT.";"";"Jl. Raya Pangalengan No.391 A";"Kamasan Banjaran Kab. Bandung";"Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301920";"000";"C";"EQUATOR INDO MANDIRI~CV.";"";"TM.Pagelaran Blok DD 1 No. 21";"RT.02 RW.10 Pada Suka";"Ciomas Bogor";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301930";"000";"C";"FOODEX INTI INGREDIENTS~PT.";"";"Jl.Soka Blok F 18 No. 11-12 Delta";"Silicon 3 Lippo Cikarang Cicau Cikarang";"Pusat Bekasi - Jawa Barat";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
"301940";"000";"C";"Mr. Susanto Purwo";"";"Bandung";"";"";"";"";"";"";"ID";"4/3/2021 10:56:00 AM"
